Sub-network,Date,Model Parameters,Latency (ms),MACs,Top-1 Acc (%)
"{'wid': None, 'ks': [7, 5, 5, 5, 5, 3, 3, 3, 3, 5, 3, 3, 5, 5, 7, 5, 5, 5, 3, 5], 'e': [3, 6, 6, 3, 4, 3, 3, 4, 6, 3, 4, 4, 6, 6, 6, 4, 6, 6, 4, 4], 'd': [2, 3, 2, 2, 2], 'r': [224]}",2022-11-01 07:17:04.698654,4656936,0,214670304,74.514
"{'wid': None, 'ks': [3, 3, 7, 7, 5, 7, 5, 5, 7, 5, 5, 5, 3, 3, 5, 7, 5, 3, 5, 5], 'e': [4, 4, 4, 4, 4, 6, 6, 4, 6, 3, 4, 4, 3, 4, 4, 4, 4, 3, 3, 4], 'd': [3, 3, 3, 2, 4], 'r': [224]}",2022-11-01 07:18:21.693234,4479920,0,247564096,75.222
"{'wid': None, 'ks': [5, 5, 5, 5, 3, 5, 7, 7, 7, 5, 7, 3, 5, 3, 5, 5, 5, 7, 5, 5], 'e': [4, 3, 3, 3, 6, 6, 3, 4, 6, 4, 4, 6, 3, 4, 3, 6, 4, 4, 3, 4], 'd': [3, 3, 3, 4, 3], 'r': [224]}",2022-11-01 07:20:02.280536,4754168,0,277015776,75.974
"{'wid': None, 'ks': [3, 5, 7, 3, 5, 5, 5, 3, 5, 3, 5, 3, 7, 5, 3, 3, 7, 5, 5, 3], 'e': [4, 6, 6, 4, 4, 6, 6, 4, 4, 4, 4, 3, 4, 4, 4, 3, 6, 4, 6, 3], 'd': [3, 3, 3, 3, 3], 'r': [224]}",2022-11-01 07:21:38.483900,5187848,0,306183776,76.19
"{'wid': None, 'ks': [5, 5, 5, 3, 5, 5, 5, 3, 5, 5, 5, 5, 5, 7, 3, 5, 7, 3, 3, 3], 'e': [3, 6, 4, 4, 3, 4, 4, 6, 4, 4, 4, 3, 3, 4, 4, 4, 6, 4, 3, 3], 'd': [3, 2, 3, 4, 3], 'r': [224]}",2022-11-01 07:23:17.969453,4745976,0,263286080,75.938
"{'wid': None, 'ks': [7, 3, 5, 7, 7, 7, 5, 3, 7, 7, 5, 5, 5, 7, 3, 5, 5, 5, 5, 3], 'e': [4, 4, 4, 3, 4, 4, 3, 4, 3, 3, 6, 4, 6, 4, 4, 6, 4, 4, 4, 4], 'd': [4, 4, 4, 2, 3], 'r': [224]}",2022-11-01 07:25:03.455582,4557960,0,286476512,75.624
"{'wid': None, 'ks': [7, 5, 5, 5, 7, 7, 7, 7, 7, 7, 5, 5, 5, 7, 5, 3, 3, 5, 5, 5], 'e': [6, 3, 6, 3, 6, 6, 4, 4, 4, 6, 6, 4, 4, 4, 6, 4, 3, 4, 6, 4], 'd': [3, 2, 3, 4, 3], 'r': [224]}",2022-11-01 07:26:12.978226,5338968,0,331742224,76.21
"{'wid': None, 'ks': [7, 7, 7, 7, 5, 7, 7, 5, 5, 7, 7, 5, 5, 3, 5, 3, 5, 7, 5, 5], 'e': [4, 4, 6, 4, 3, 4, 6, 3, 4, 4, 3, 4, 4, 4, 4, 6, 4, 4, 6, 6], 'd': [3, 2, 2, 4, 4], 'r': [224]}",2022-11-01 07:28:04.102441,6039488,0,313931456,76.088
"{'wid': None, 'ks': [5, 5, 7, 7, 5, 7, 7, 5, 5, 3, 3, 7, 7, 5, 5, 7, 5, 7, 7, 7], 'e': [4, 4, 3, 6, 4, 4, 4, 4, 4, 3, 6, 4, 4, 3, 4, 3, 4, 4, 4, 6], 'd': [3, 3, 3, 4, 3], 'r': [224]}",2022-11-01 07:29:30.716070,4684520,0,272876800,76.002
"{'wid': None, 'ks': [7, 5, 3, 7, 3, 5, 7, 7, 5, 5, 5, 5, 5, 5, 5, 3, 7, 3, 5, 3], 'e': [4, 4, 6, 4, 3, 3, 4, 4, 3, 3, 4, 3, 4, 4, 3, 3, 6, 4, 4, 6], 'd': [4, 4, 3, 3, 4], 'r': [224]}",2022-11-01 07:31:09.314500,5478840,0,313316032,76.35
"{'wid': None, 'ks': [5, 5, 7, 5, 5, 3, 5, 5, 7, 5, 5, 3, 5, 5, 7, 7, 7, 5, 3, 7], 'e': [6, 4, 6, 6, 3, 4, 4, 4, 6, 6, 4, 3, 6, 4, 6, 4, 4, 3, 4, 4], 'd': [4, 2, 3, 4, 3], 'r': [224]}",2022-11-01 07:32:52.704753,4961904,0,352133472,76.166
"{'wid': None, 'ks': [3, 7, 5, 5, 3, 3, 7, 5, 5, 5, 7, 3, 5, 3, 7, 5, 7, 3, 7, 5], 'e': [3, 3, 6, 6, 4, 6, 4, 6, 3, 4, 3, 3, 6, 6, 4, 4, 4, 6, 3, 6], 'd': [4, 3, 3, 2, 3], 'r': [224]}",2022-11-01 07:34:28.751164,4860592,0,285161984,75.294
"{'wid': None, 'ks': [5, 5, 5, 7, 5, 3, 3, 5, 3, 5, 5, 5, 5, 5, 7, 5, 5, 3, 5, 5], 'e': [4, 4, 4, 4, 6, 6, 4, 6, 3, 3, 3, 4, 4, 3, 3, 3, 6, 4, 3, 4], 'd': [3, 3, 3, 4, 3], 'r': [224]}",2022-11-01 07:35:34.721614,4596200,0,260943392,75.916
"{'wid': None, 'ks': [5, 7, 7, 5, 7, 3, 7, 3, 5, 7, 7, 3, 5, 5, 5, 5, 5, 5, 7, 5], 'e': [6, 6, 4, 6, 6, 3, 4, 4, 4, 3, 6, 6, 4, 4, 6, 4, 3, 4, 4, 4], 'd': [3, 4, 4, 3, 2], 'r': [224]}",2022-11-01 07:36:50.761667,4392352,0,328003728,75.424
"{'wid': None, 'ks': [3, 5, 7, 5, 5, 5, 5, 5, 5, 7, 3, 5, 5, 5, 7, 3, 3, 7, 3, 3], 'e': [4, 3, 6, 6, 4, 4, 6, 3, 6, 4, 4, 6, 4, 3, 3, 4, 6, 6, 3, 4], 'd': [3, 2, 2, 3, 4], 'r': [224]}",2022-11-01 07:38:04.124116,5192432,0,255999744,75.634
"{'wid': None, 'ks': [3, 7, 7, 7, 5, 7, 5, 5, 5, 3, 5, 5, 5, 5, 5, 7, 7, 7, 5, 5], 'e': [6, 4, 6, 6, 6, 4, 4, 6, 4, 3, 6, 6, 6, 4, 3, 4, 6, 3, 4, 6], 'd': [3, 3, 3, 3, 4], 'r': [224]}",2022-11-01 07:40:14.984382,5490864,0,321231168,76.342
"{'wid': None, 'ks': [5, 5, 5, 5, 7, 7, 5, 5, 5, 5, 3, 5, 5, 3, 5, 7, 3, 3, 5, 7], 'e': [3, 4, 6, 3, 4, 4, 4, 4, 4, 4, 6, 4, 3, 3, 4, 4, 3, 4, 3, 4], 'd': [2, 4, 3, 4, 3], 'r': [224]}",2022-11-01 07:42:13.699039,4478064,0,252410416,75.578
"{'wid': None, 'ks': [7, 5, 7, 5, 7, 3, 7, 5, 7, 5, 5, 5, 7, 3, 3, 7, 5, 7, 3, 7], 'e': [4, 3, 6, 4, 6, 4, 4, 3, 6, 6, 4, 4, 4, 4, 4, 4, 4, 6, 4, 4], 'd': [4, 3, 3, 4, 2], 'r': [224]}",2022-11-01 07:43:44.474907,4810584,0,333275584,76.056
"{'wid': None, 'ks': [3, 7, 5, 5, 5, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 7, 5, 7, 7, 3], 'e': [6, 4, 6, 6, 6, 4, 4, 6, 4, 4, 4, 6, 6, 4, 3, 4, 3, 6, 4, 4], 'd': [3, 3, 3, 4, 2], 'r': [224]}",2022-11-01 07:45:22.081115,4719464,0,305259728,75.764
"{'wid': None, 'ks': [5, 3, 7, 7, 5, 5, 7, 5, 5, 7, 3, 7, 7, 5, 5, 5, 5, 7, 5, 7], 'e': [4, 3, 6, 6, 4, 3, 3, 4, 3, 3, 4, 4, 4, 3, 4, 6, 4, 4, 4, 6], 'd': [3, 3, 2, 4, 3], 'r': [224]}",2022-11-01 07:46:59.574771,4814032,0,273448736,75.664
"{'wid': None, 'ks': [7, 5, 5, 5, 3, 3, 5, 3, 5, 5, 5, 7, 7, 3, 7, 3, 3, 7, 3, 5], 'e': [4, 3, 4, 3, 4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 6, 3, 3, 3, 4, 4], 'd': [2, 3, 2, 3, 3], 'r': [224]}",2022-11-01 07:48:54.826315,4432456,0,216108368,74.654
"{'wid': None, 'ks': [7, 7, 7, 5, 7, 7, 7, 3, 7, 5, 5, 7, 5, 7, 5, 5, 7, 7, 3, 3], 'e': [4, 4, 4, 4, 6, 4, 3, 6, 6, 4, 4, 6, 4, 3, 3, 6, 4, 4, 6, 6], 'd': [3, 3, 4, 3, 2], 'r': [224]}",2022-11-01 07:50:41.000504,4155624,0,286528640,75.366
"{'wid': None, 'ks': [5, 3, 5, 7, 3, 7, 3, 5, 3, 3, 7, 7, 5, 7, 7, 3, 5, 3, 7, 5], 'e': [3, 6, 4, 4, 4, 4, 3, 6, 6, 4, 3, 4, 4, 4, 3, 6, 4, 4, 6, 4], 'd': [3, 3, 3, 3, 4], 'r': [224]}",2022-11-01 07:52:02.429020,5295824,0,261968064,76.004
"{'wid': None, 'ks': [3, 3, 5, 5, 5, 7, 7, 5, 5, 7, 7, 5, 5, 5, 5, 5, 7, 7, 3, 5], 'e': [4, 4, 6, 4, 6, 3, 4, 3, 4, 4, 4, 3, 6, 4, 4, 6, 6, 4, 6, 4], 'd': [3, 4, 3, 3, 3], 'r': [224]}",2022-11-01 07:53:31.021082,5274824,0,295038432,76.332
"{'wid': None, 'ks': [5, 7, 7, 5, 5, 5, 7, 5, 7, 5, 7, 5, 5, 7, 5, 7, 5, 3, 5, 5], 'e': [4, 4, 4, 4, 3, 6, 6, 6, 6, 3, 6, 3, 3, 4, 4, 6, 4, 4, 4, 6], 'd': [4, 3, 2, 4, 3], 'r': [224]}",2022-11-01 07:54:46.584732,4936856,0,327012992,76.07
"{'wid': None, 'ks': [5, 5, 5, 5, 5, 3, 7, 5, 7, 5, 5, 5, 7, 5, 7, 5, 7, 7, 3, 5], 'e': [6, 4, 6, 6, 3, 6, 4, 4, 6, 6, 4, 3, 6, 4, 6, 4, 4, 3, 4, 6], 'd': [3, 2, 3, 4, 2], 'r': [224]}",2022-11-01 07:55:54.784562,4566024,0,304122592,75.656
"{'wid': None, 'ks': [3, 3, 5, 5, 5, 5, 3, 3, 7, 5, 5, 5, 5, 7, 5, 3, 3, 3, 3, 5], 'e': [4, 6, 4, 6, 3, 4, 6, 6, 3, 6, 4, 3, 3, 6, 4, 6, 6, 3, 3, 4], 'd': [3, 2, 3, 2, 3], 'r': [224]}",2022-11-01 07:57:02.098357,4366928,0,228408832,74.97
"{'wid': None, 'ks': [7, 5, 3, 5, 5, 7, 3, 5, 5, 7, 5, 7, 3, 5, 7, 5, 3, 3, 7, 5], 'e': [4, 3, 6, 3, 4, 4, 4, 3, 6, 4, 4, 6, 4, 4, 6, 6, 3, 6, 4, 4], 'd': [3, 4, 3, 3, 3], 'r': [224]}",2022-11-01 07:58:14.590441,5075784,0,285485008,75.966
"{'wid': None, 'ks': [5, 5, 5, 5, 7, 5, 7, 7, 3, 7, 3, 3, 3, 3, 5, 5, 7, 3, 7, 5], 'e': [3, 4, 4, 6, 4, 4, 4, 3, 6, 6, 6, 4, 4, 6, 6, 6, 4, 4, 4, 6], 'd': [2, 4, 3, 4, 3], 'r': [224]}",2022-11-01 07:59:22.854865,5407320,0,308623232,76.288
"{'wid': None, 'ks': [5, 3, 5, 7, 5, 5, 5, 5, 5, 3, 3, 5, 7, 5, 5, 5, 5, 7, 7, 5], 'e': [4, 3, 3, 4, 4, 3, 3, 4, 3, 3, 4, 4, 4, 3, 3, 3, 4, 4, 4, 4], 'd': [3, 2, 2, 2, 3], 'r': [224]}",2022-11-01 08:00:38.763796,4175568,0,177868320,73.732
"{'wid': None, 'ks': [3, 3, 5, 5, 5, 3, 5, 3, 5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 3, 5], 'e': [4, 4, 3, 3, 4, 3, 4, 3, 4, 3, 4, 3, 6, 3, 4, 4, 4, 4, 3, 4], 'd': [3, 3, 3, 3, 3], 'r': [224]}",2022-11-01 08:02:22.800483,4382008,0,226206368,75.404
"{'wid': None, 'ks': [7, 3, 5, 5, 7, 5, 5, 3, 7, 3, 7, 3, 3, 5, 3, 3, 3, 3, 5, 3], 'e': [3, 6, 4, 6, 6, 3, 4, 6, 4, 6, 6, 4, 3, 4, 4, 4, 3, 6, 4, 3], 'd': [4, 4, 4, 4, 3], 'r': [224]}",2022-11-01 08:03:57.492881,5177168,0,347494352,76.224
"{'wid': None, 'ks': [3, 3, 3, 7, 5, 7, 5, 5, 5, 3, 3, 5, 3, 5, 3, 5, 3, 3, 5, 3], 'e': [6, 4, 6, 3, 4, 3, 3, 4, 3, 3, 3, 4, 4, 3, 3, 4, 3, 3, 3, 4], 'd': [3, 3, 2, 3, 2], 'r': [224]}",2022-11-01 08:05:03.503042,3637672,0,203498960,73.402
"{'wid': None, 'ks': [7, 3, 3, 5, 5, 5, 3, 7, 3, 3, 3, 7, 5, 5, 5, 7, 5, 5, 5, 3], 'e': [3, 3, 4, 4, 3, 6, 3, 4, 6, 3, 3, 6, 4, 4, 3, 6, 4, 4, 6, 4], 'd': [2, 3, 2, 3, 2], 'r': [224]}",2022-11-01 08:06:11.403631,3982800,0,187990144,74.334
"{'wid': None, 'ks': [5, 3, 5, 5, 3, 7, 5, 7, 5, 5, 5, 3, 3, 3, 5, 3, 5, 3, 5, 5], 'e': [4, 3, 6, 3, 6, 4, 3, 3, 6, 3, 4, 4, 3, 4, 3, 6, 4, 3, 3, 4], 'd': [3, 3, 3, 2, 3], 'r': [224]}",2022-11-01 08:07:44.292129,3990032,0,224344640,74.35
"{'wid': None, 'ks': [5, 5, 5, 5, 5, 3, 3, 5, 3, 5, 5, 5, 5, 5, 7, 5, 5, 3, 5, 5], 'e': [4, 4, 4, 4, 3, 6, 4, 6, 3, 3, 3, 3, 3, 3, 3, 3, 6, 4, 3, 4], 'd': [3, 3, 3, 4, 3], 'r': [224]}",2022-11-01 08:09:18.198792,4543096,0,248424160,75.67
"{'wid': None, 'ks': [7, 3, 3, 5, 5, 7, 3, 7, 3, 3, 3, 5, 5, 5, 5, 7, 5, 7, 5, 5], 'e': [4, 4, 4, 4, 3, 6, 4, 4, 3, 4, 3, 3, 4, 4, 3, 6, 4, 4, 4, 6], 'd': [2, 3, 2, 3, 2], 'r': [224]}",2022-11-01 08:10:23.705099,4013640,0,204012384,74.506
"{'wid': None, 'ks': [7, 5, 5, 5, 5, 5, 7, 5, 5, 3, 7, 3, 5, 3, 5, 3, 5, 5, 7, 3], 'e': [3, 3, 3, 4, 3, 4, 6, 3, 4, 3, 3, 4, 4, 4, 4, 3, 4, 4, 6, 4], 'd': [3, 2, 2, 3, 4], 'r': [224]}",2022-11-01 08:11:39.266360,5237608,0,222141888,75.362
"{'wid': None, 'ks': [5, 5, 3, 7, 5, 5, 7, 7, 5, 5, 5, 5, 5, 5, 7, 7, 7, 3, 3, 3], 'e': [4, 4, 6, 4, 3, 3, 6, 4, 3, 3, 4, 3, 3, 4, 3, 3, 6, 4, 3, 6], 'd': [3, 4, 4, 3, 3], 'r': [224]}",2022-11-01 08:13:04.293587,4577384,0,276060896,75.87
"{'wid': None, 'ks': [7, 7, 5, 3, 5, 3, 5, 3, 5, 3, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7], 'e': [4, 4, 4, 4, 6, 3, 4, 6, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 3], 'd': [2, 3, 3, 2, 2], 'r': [224]}",2022-11-01 08:14:44.693911,3925416,0,209361984,74.196
"{'wid': None, 'ks': [3, 5, 7, 3, 7, 3, 5, 5, 5, 5, 5, 5, 7, 5, 3, 3, 3, 7, 3, 7], 'e': [4, 3, 4, 4, 4, 4, 4, 3, 6, 4, 4, 3, 4, 3, 4, 4, 4, 6, 4, 3], 'd': [3, 3, 3, 3, 2], 'r': [224]}",2022-11-01 08:16:14.287481,4448384,0,243233664,75.414
"{'wid': None, 'ks': [5, 5, 5, 3, 5, 5, 5, 3, 5, 3, 5, 5, 5, 7, 3, 5, 7, 3, 3, 3], 'e': [3, 6, 4, 4, 3, 3, 4, 6, 4, 4, 4, 3, 3, 4, 4, 4, 3, 4, 3, 3], 'd': [3, 2, 3, 4, 3], 'r': [224]}",2022-11-01 08:17:41.158914,4455056,0,248001136,75.396
"{'wid': None, 'ks': [5, 5, 5, 5, 5, 3, 5, 3, 3, 5, 5, 5, 5, 5, 3, 5, 5, 3, 5, 5], 'e': [4, 4, 4, 4, 4, 3, 4, 4, 3, 3, 3, 4, 6, 3, 6, 3, 6, 3, 3, 4], 'd': [3, 3, 3, 4, 3], 'r': [224]}",2022-11-01 08:19:22.889062,4742712,0,265565632,75.986
"{'wid': None, 'ks': [7, 3, 5, 5, 7, 3, 5, 7, 7, 5, 5, 5, 5, 5, 3, 3, 3, 5, 3, 7], 'e': [4, 4, 3, 4, 4, 3, 6, 4, 6, 6, 4, 3, 3, 3, 3, 4, 3, 6, 6, 4], 'd': [3, 2, 3, 2, 3], 'r': [224]}",2022-11-01 08:21:02.584021,4876136,0,216062736,74.708
"{'wid': None, 'ks': [3, 3, 5, 5, 5, 3, 5, 5, 5, 5, 3, 5, 5, 5, 5, 3, 7, 3, 3, 5], 'e': [4, 4, 3, 3, 6, 3, 4, 3, 3, 3, 4, 3, 6, 3, 4, 4, 4, 4, 4, 3], 'd': [2, 3, 3, 3, 3], 'r': [224]}",2022-11-01 08:22:14.398808,4535728,0,216907424,75.338
"{'wid': None, 'ks': [5, 5, 5, 5, 7, 5, 5, 3, 3, 3, 3, 3, 3, 5, 3, 5, 7, 3, 3, 5], 'e': [4, 4, 4, 3, 4, 6, 4, 3, 6, 4, 6, 4, 4, 3, 4, 3, 3, 4, 4, 4], 'd': [2, 4, 4, 4, 3], 'r': [224]}",2022-11-01 08:23:37.982442,4648848,0,267273616,75.72
"{'wid': None, 'ks': [5, 3, 7, 5, 7, 3, 5, 3, 5, 7, 7, 3, 3, 5, 5, 3, 5, 5, 7, 5], 'e': [4, 4, 4, 4, 6, 3, 4, 4, 3, 3, 4, 6, 4, 4, 6, 4, 3, 4, 4, 4], 'd': [3, 4, 3, 2, 2], 'r': [224]}",2022-11-01 08:25:13.907155,3852384,0,228452976,74.192
"{'wid': None, 'ks': [3, 3, 3, 7, 5, 3, 5, 5, 5, 3, 5, 5, 3, 5, 3, 3, 7, 7, 3, 3], 'e': [4, 3, 6, 6, 4, 3, 4, 3, 4, 3, 3, 3, 4, 4, 3, 4, 6, 3, 3, 3], 'd': [2, 3, 3, 3, 3], 'r': [224]}",2022-11-01 08:26:19.598758,4336448,0,199992608,75.046
"{'wid': None, 'ks': [3, 5, 7, 3, 5, 3, 5, 3, 5, 7, 5, 3, 7, 3, 5, 3, 3, 5, 5, 3], 'e': [4, 4, 4, 4, 4, 3, 6, 4, 4, 4, 4, 3, 4, 4, 3, 3, 4, 4, 4, 3], 'd': [3, 3, 3, 3, 2], 'r': [224]}",2022-11-01 08:27:28.781346,4070424,0,241284480,74.956
"{'wid': None, 'ks': [5, 3, 3, 5, 5, 7, 3, 7, 3, 3, 3, 3, 5, 5, 3, 5, 5, 7, 5, 5], 'e': [3, 4, 4, 4, 3, 6, 4, 4, 6, 4, 3, 4, 4, 4, 3, 6, 4, 4, 6, 6], 'd': [2, 3, 2, 3, 2], 'r': [224]}",2022-11-01 08:28:45.959211,4021584,0,198328384,74.518
"{'wid': None, 'ks': [5, 5, 3, 3, 5, 5, 5, 5, 5, 7, 5, 5, 5, 5, 3, 3, 7, 3, 3, 3], 'e': [3, 6, 4, 4, 3, 4, 4, 3, 4, 4, 4, 4, 3, 4, 4, 4, 6, 4, 3, 3], 'd': [3, 2, 3, 4, 3], 'r': [224]}",2022-11-01 08:30:26.786480,4734200,0,256462144,75.834
"{'wid': None, 'ks': [5, 5, 5, 5, 5, 3, 3, 5, 3, 5, 5, 5, 5, 5, 7, 5, 5, 3, 3, 3], 'e': [4, 4, 4, 4, 4, 6, 3, 6, 3, 3, 3, 4, 3, 3, 3, 3, 6, 4, 3, 4], 'd': [3, 3, 3, 3, 2], 'r': [224]}",2022-11-01 08:32:07.919627,4109184,0,223971648,74.982
"{'wid': None, 'ks': [3, 5, 5, 3, 5, 7, 7, 3, 5, 7, 7, 5, 5, 5, 3, 5, 7, 7, 3, 5], 'e': [4, 4, 6, 4, 3, 3, 4, 3, 4, 4, 4, 3, 6, 4, 4, 6, 6, 4, 3, 4], 'd': [3, 4, 3, 3, 3], 'r': [224]}",2022-11-01 08:33:46.576087,4746384,0,279765248,76.034
"{'wid': None, 'ks': [7, 3, 7, 5, 7, 3, 7, 7, 7, 5, 5, 7, 5, 5, 3, 3, 3, 5, 3, 7], 'e': [4, 4, 3, 6, 4, 3, 6, 4, 6, 6, 4, 3, 6, 3, 4, 4, 6, 6, 6, 6], 'd': [3, 3, 3, 3, 3], 'r': [224]}",2022-11-01 08:35:33.994687,5548848,0,286961824,76.38
"{'wid': None, 'ks': [3, 3, 7, 7, 5, 5, 5, 5, 7, 7, 5, 5, 3, 3, 5, 3, 7, 3, 5, 5], 'e': [4, 4, 4, 4, 6, 4, 6, 4, 3, 3, 4, 4, 3, 4, 4, 6, 6, 3, 4, 4], 'd': [3, 4, 3, 2, 4], 'r': [224]}",2022-11-01 08:37:21.312512,4829288,0,260684000,75.488
"{'wid': None, 'ks': [3, 3, 5, 7, 3, 7, 5, 5, 5, 5, 5, 5, 5, 7, 7, 5, 5, 5, 7, 5], 'e': [3, 4, 6, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 6, 6, 4, 4], 'd': [2, 3, 4, 2, 2], 'r': [224]}",2022-11-01 08:39:12.187659,4356640,0,184124672,74.32
"{'wid': None, 'ks': [5, 3, 5, 5, 7, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 7, 7, 5, 7], 'e': [3, 3, 6, 6, 4, 3, 4, 4, 4, 3, 4, 6, 3, 4, 4, 4, 6, 4, 3, 6], 'd': [2, 3, 3, 3, 3], 'r': [224]}",2022-11-01 08:40:56.861566,4551472,0,210594432,75.486
"{'wid': None, 'ks': [7, 7, 7, 5, 7, 7, 7, 3, 7, 5, 5, 7, 5, 7, 5, 5, 7, 7, 3, 5], 'e': [4, 4, 4, 4, 6, 4, 4, 6, 6, 4, 4, 6, 4, 3, 3, 6, 4, 4, 6, 6], 'd': [3, 3, 4, 3, 2], 'r': [224]}",2022-11-01 08:42:38.297329,4166112,0,290579200,75.38
"{'wid': None, 'ks': [3, 5, 7, 7, 5, 5, 7, 3, 7, 5, 7, 5, 3, 3, 5, 5, 5, 7, 3, 5], 'e': [4, 4, 4, 4, 4, 6, 6, 4, 3, 4, 4, 6, 3, 4, 4, 4, 6, 4, 3, 4], 'd': [3, 3, 3, 4, 4], 'r': [224]}",2022-11-01 08:43:56.579078,5266600,0,304539168,76.514
"{'wid': None, 'ks': [5, 7, 7, 7, 5, 5, 7, 5, 7, 5, 7, 5, 5, 7, 5, 7, 5, 3, 5, 5], 'e': [4, 4, 4, 4, 6, 6, 6, 6, 6, 3, 6, 4, 4, 4, 4, 6, 4, 4, 4, 6], 'd': [4, 3, 2, 4, 3], 'r': [224]}",2022-11-01 08:45:18.900944,4992264,0,346757568,76.128
"{'wid': None, 'ks': [7, 5, 3, 7, 3, 5, 7, 7, 5, 5, 5, 7, 5, 5, 5, 3, 7, 3, 5, 3], 'e': [4, 4, 6, 4, 3, 3, 4, 4, 6, 3, 4, 6, 4, 4, 3, 3, 6, 4, 6, 6], 'd': [4, 4, 3, 3, 4], 'r': [224]}",2022-11-01 08:47:00.074570,5864800,0,325214432,76.532
"{'wid': None, 'ks': [7, 7, 7, 7, 5, 7, 7, 5, 5, 5, 7, 5, 5, 5, 5, 3, 5, 7, 3, 5], 'e': [6, 3, 6, 4, 3, 6, 4, 4, 4, 4, 3, 4, 6, 4, 4, 4, 6, 3, 6, 4], 'd': [2, 2, 2, 3, 3], 'r': [224]}",2022-11-01 08:48:39.405250,4997984,0,247186752,75.408
"{'wid': None, 'ks': [7, 5, 3, 3, 3, 5, 5, 5, 5, 7, 5, 5, 5, 5, 3, 5, 7, 3, 5, 3], 'e': [3, 6, 4, 4, 3, 4, 4, 3, 4, 4, 4, 4, 6, 4, 4, 4, 6, 4, 4, 3], 'd': [4, 2, 3, 4, 2], 'r': [224]}",2022-11-01 08:50:22.077320,4609128,0,280175648,75.652
"{'wid': None, 'ks': [7, 5, 7, 5, 3, 5, 7, 7, 5, 7, 5, 5, 3, 5, 5, 3, 3, 5, 5, 7], 'e': [6, 4, 4, 4, 6, 3, 6, 4, 4, 4, 6, 3, 4, 3, 4, 3, 6, 4, 4, 4], 'd': [4, 3, 2, 4, 4], 'r': [224]}",2022-11-01 08:51:58.485788,5236840,0,327713184,76.188
"{'wid': None, 'ks': [3, 5, 7, 3, 5, 5, 5, 3, 5, 3, 5, 3, 3, 3, 3, 3, 7, 5, 5, 3], 'e': [4, 6, 6, 4, 4, 6, 6, 4, 4, 4, 4, 3, 4, 4, 3, 3, 6, 4, 6, 3], 'd': [2, 3, 3, 3, 3], 'r': [224]}",2022-11-01 08:53:51.495674,5085392,0,253310368,75.922
"{'wid': None, 'ks': [7, 3, 5, 7, 7, 5, 5, 3, 7, 5, 7, 5, 5, 5, 3, 3, 3, 3, 7, 5], 'e': [3, 6, 6, 6, 6, 4, 4, 6, 4, 3, 6, 3, 3, 4, 4, 4, 6, 6, 4, 3], 'd': [4, 4, 4, 4, 3], 'r': [224]}",2022-11-01 08:55:27.401955,5428200,0,375354656,76.724
"{'wid': None, 'ks': [5, 7, 5, 5, 3, 5, 5, 3, 5, 5, 3, 5, 3, 5, 7, 7, 5, 5, 7, 5], 'e': [3, 4, 4, 4, 6, 6, 4, 6, 4, 4, 4, 6, 4, 3, 3, 3, 3, 4, 3, 4], 'd': [2, 4, 2, 3, 3], 'r': [224]}",2022-11-01 08:57:08.604861,4228600,0,230179376,74.948
"{'wid': None, 'ks': [5, 5, 5, 5, 7, 7, 5, 5, 5, 5, 3, 5, 5, 3, 5, 7, 3, 3, 5, 5], 'e': [3, 4, 6, 3, 4, 4, 4, 4, 4, 4, 6, 4, 6, 3, 4, 4, 6, 4, 3, 4], 'd': [2, 4, 3, 4, 3], 'r': [224]}",2022-11-01 08:59:14.667470,4878712,0,273027520,76.188
"{'wid': None, 'ks': [7, 5, 3, 5, 5, 3, 3, 3, 5, 7, 5, 7, 7, 5, 7, 5, 3, 5, 3, 5], 'e': [6, 3, 3, 4, 6, 4, 4, 3, 4, 6, 6, 3, 6, 4, 6, 6, 4, 4, 4, 4], 'd': [3, 4, 3, 2, 3], 'r': [224]}",2022-11-01 09:01:02.906152,4528040,0,265313856,75.328
"{'wid': None, 'ks': [7, 5, 5, 3, 5, 5, 7, 7, 5, 3, 5, 5, 5, 5, 3, 5, 5, 3, 7, 7], 'e': [4, 4, 4, 4, 4, 3, 6, 4, 4, 6, 6, 4, 3, 3, 4, 6, 6, 4, 6, 3], 'd': [2, 2, 2, 2, 2], 'r': [224]}",2022-11-01 09:02:47.996935,3898960,0,174450592,73.268
"{'wid': None, 'ks': [3, 7, 7, 7, 5, 5, 7, 3, 5, 5, 5, 5, 5, 3, 5, 5, 5, 3, 3, 5], 'e': [6, 6, 4, 6, 4, 4, 6, 4, 4, 3, 6, 4, 3, 4, 4, 4, 6, 3, 3, 4], 'd': [3, 3, 4, 3, 4], 'r': [224]}",2022-11-01 09:04:22.787448,4940544,0,318872928,76.242
